ID,Name,Team,Score,Matches_Played,Goals,Assists,Yellow_Cards,Red_Cards
6331,Player 2,Team 2,11,2,1,1,1,1
6332,Player 3,Team 3,12,3,2,2,0,0
6333,Player 4,Team 4,13,4,3,0,1,1
6334,Player 5,Team 5,14,5,4,1,0,0
6335,Player 6,Team 1,15,6,0,2,1,1
6336,Player 7,Team 2,16,7,1,0,0,0
6337,Player 8,Team 3,17,8,2,1,1,1
6338,Player 9,Team 4,18,9,3,2,0,0
6339,Player 10,Team 5,19,10,4,0,1,1
6340,Player 1,Team 1,0,1,0,1,0,0
6341,Player 2,Team 2,1,2,1,2,1,1
6342,Player 3,Team 3,2,3,2,0,0,0
6343,Player 4,Team 4,3,4,3,1,1,1
6344,Player 5,Team 5,4,5,4,2,0,0
6345,Player 6,Team 1,5,6,0,0,1,1
6346,Player 7,Team 2,6,7,1,1,0,0
6347,Player 8,Team 3,7,8,2,2,1,1
6348,Player 9,Team 4,8,9,3,0,0,0
6349,Player 10,Team 5,9,10,4,1,1,1
6350,Player 1,Team 1,10,1,0,2,0,0
6351,Player 2,Team 2,11,2,1,0,1,1
6352,Player 3,Team 3,12,3,2,1,0,0
6353,Player 4,Team 4,13,4,3,2,1,1
6354,Player 5,Team 5,14,5,4,0,0,0
6355,Player 6,Team 1,15,6,0,1,1,1
6356,Player 7,Team 2,16,7,1,2,0,0
6357,Player 8,Team 3,17,8,2,0,1,1
6358,Player 9,Team 4,18,9,3,1,0,0
6359,Player 10,Team 5,19,10,4,2,1,1
6360,Player 1,Team 1,0,1,0,0,0,0
6361,Player 2,Team 2,1,2,1,1,1,1
6362,Player 3,Team 3,2,3,2,2,0,0
6363,Player 4,Team 4,3,4,3,0,1,1
6364,Player 5,Team 5,4,5,4,1,0,0
6365,Player 6,Team 1,5,6,0,2,1,1
6366,Player 7,Team 2,6,7,1,0,0,0
6367,Player 8,Team 3,7,8,2,1,1,1
6368,Player 9,Team 4,8,9,3,2,0,0
6369,Player 10,Team 5,9,10,4,0,1,1
6370,Player 1,Team 1,10,1,0,1,0,0
6371,Player 2,Team 2,11,2,1,2,1,1
6372,Player 3,Team 3,12,3,2,0,0,0
6373,Player 4,Team 4,13,4,3,1,1,1
6374,Player 5,Team 5,14,5,4,2,0,0
6375,Player 6,Team 1,15,6,0,0,1,1
6376,Player 7,Team 2,16,7,1,1,0,0
6377,Player 8,Team 3,17,8,2,2,1,1
6378,Player 9,Team 4,18,9,3,0,0,0
6379,Player 10,Team 5,19,10,4,1,1,1
6380,Player 1,Team 1,0,1,0,2,0,0
6381,Player 2,Team 2,1,2,1,0,1,1
6382,Player 3,Team 3,2,3,2,1,0,0
6383,Player 4,Team 4,3,4,3,2,1,1
6384,Player 5,Team 5,4,5,4,0,0,0
6385,Player 6,Team 1,5,6,0,1,1,1
6386,Player 7,Team 2,6,7,1,2,0,0
6387,Player 8,Team 3,7,8,2,0,1,1
6388,Player 9,Team 4,8,9,3,1,0,0
6389,Player 10,Team 5,9,10,4,2,1,1
6390,Player 1,Team 1,10,1,0,0,0,0
6391,Player 2,Team 2,11,2,1,1,1,1
6392,Player 3,Team 3,12,3,2,2,0,0
6393,Player 4,Team 4,13,4,3,0,1,1
6394,Player 5,Team 5,14,5,4,1,0,0
6395,Player 6,Team 1,15,6,0,2,1,1
6396,Player 7,Team 2,16,7,1,0,0,0
6397,Player 8,Team 3,17,8,2,1,1,1
6398,Player 9,Team 4,18,9,3,2,0,0
6399,Player 10,Team 5,19,10,4,0,1,1
6400,Player 1,Team 1,0,1,0,1,0,0
6401,Player 2,Team 2,1,2,1,2,1,1
6402,Player 3,Team 3,2,3,2,0,0,0
6403,Player 4,Team 4,3,4,3,1,1,1
6404,Player 5,Team 5,4,5,4,2,0,0
6405,Player 6,Team 1,5,6,0,0,1,1
6406,Player 7,Team 2,6,7,1,1,0,0
6407,Player 8,Team 3,7,8,2,2,1,1
6408,Player 9,Team 4,8,9,3,0,0,0
6409,Player 10,Team 5,9,10,4,1,1,1
6410,Player 1,Team 1,10,1,0,2,0,0
6411,Player 2,Team 2,11,2,1,0,1,1
6412,Player 3,Team 3,12,3,2,1,0,0
6413,Player 4,Team 4,13,4,3,2,1,1
6414,Player 5,Team 5,14,5,4,0,0,0
6415,Player 6,Team 1,15,6,0,1,1,1
6416,Player 7,Team 2,16,7,1,2,0,0
6417,Player 8,Team 3,17,8,2,0,1,1
6418,Player 9,Team 4,18,9,3,1,0,0
6419,Player 10,Team 5,19,10,4,2,1,1
6420,Player 1,Team 1,0,1,0,0,0,0
6421,Player 2,Team 2,1,2,1,1,1,1
6422,Player 3,Team 3,2,3,2,2,0,0
6423,Player 4,Team 4,3,4,3,0,1,1
6424,Player 5,Team 5,4,5,4,1,0,0
6425,Player 6,Team 1,5,6,0,2,1,1
6426,Player 7,Team 2,6,7,1,0,0,0
6427,Player 8,Team 3,7,8,2,1,1,1
6428,Player 9,Team 4,8,9,3,2,0,0
6429,Player 10,Team 5,9,10,4,0,1,1
6430,Player 1,Team 1,10,1,0,1,0,0
6431,Player 2,Team 2,11,2,1,2,1,1
6432,Player 3,Team 3,12,3,2,0,0,0
6433,Player 4,Team 4,13,4,3,1,1,1
6434,Player 5,Team 5,14,5,4,2,0,0
6435,Player 6,Team 1,15,6,0,0,1,1
6436,Player 7,Team 2,16,7,1,1,0,0
6437,Player 8,Team 3,17,8,2,2,1,1
6438,Player 9,Team 4,18,9,3,0,0,0
6439,Player 10,Team 5,19,10,4,1,1,1
6440,Player 1,Team 1,0,1,0,2,0,0
6441,Player 2,Team 2,1,2,1,0,1,1
6442,Player 3,Team 3,2,3,2,1,0,0
6443,Player 4,Team 4,3,4,3,2,1,1
6444,Player 5,Team 5,4,5,4,0,0,0
6445,Player 6,Team 1,5,6,0,1,1,1
6446,Player 7,Team 2,6,7,1,2,0,0
6447,Player 8,Team 3,7,8,2,0,1,1
6448,Player 9,Team 4,8,9,3,1,0,0
6449,Player 10,Team 5,9,10,4,2,1,1
6450,Player 1,Team 1,10,1,0,0,0,0
6451,Player 2,Team 2,11,2,1,1,1,1
6452,Player 3,Team 3,12,3,2,2,0,0
6453,Player 4,Team 4,13,4,3,0,1,1
6454,Player 5,Team 5,14,5,4,1,0,0
6455,Player 6,Team 1,15,6,0,2,1,1
6456,Player 7,Team 2,16,7,1,0,0,0
6457,Player 8,Team 3,17,8,2,1,1,1
6458,Player 9,Team 4,18,9,3,2,0,0
6459,Player 10,Team 5,19,10,4,0,1,1
6460,Player 1,Team 1,0,1,0,1,0,0
6461,Player 2,Team 2,1,2,1,2,1,1
6462,Player 3,Team 3,2,3,2,0,0,0
6463,Player 4,Team 4,3,4,3,1,1,1
6464,Player 5,Team 5,4,5,4,2,0,0
6465,Player 6,Team 1,5,6,0,0,1,1
6466,Player 7,Team 2,6,7,1,1,0,0
6467,Player 8,Team 3,7,8,2,2,1,1
6468,Player 9,Team 4,8,9,3,0,0,0
6469,Player 10,Team 5,9,10,4,1,1,1
6470,Player 1,Team 1,10,1,0,2,0,0
6471,Player 2,Team 2,11,2,1,0,1,1
6472,Player 3,Team 3,12,3,2,1,0,0
6473,Player 4,Team 4,13,4,3,2,1,1
6474,Player 5,Team 5,14,5,4,0,0,0
6475,Player 6,Team 1,15,6,0,1,1,1
6476,Player 7,Team 2,16,7,1,2,0,0
6477,Player 8,Team 3,17,8,2,0,1,1
6478,Player 9,Team 4,18,9,3,1,0,0
6479,Player 10,Team 5,19,10,4,2,1,1
6480,Player 1,Team 1,0,1,0,0,0,0
6481,Player 2,Team 2,1,2,1,1,1,1
6482,Player 3,Team 3,2,3,2,2,0,0
6483,Player 4,Team 4,3,4,3,0,1,1
6484,Player 5,Team 5,4,5,4,1,0,0
6485,Player 6,Team 1,5,6,0,2,1,1
6486,Player 7,Team 2,6,7,1,0,0,0
6487,Player 8,Team 3,7,8,2,1,1,1
6488,Player 9,Team 4,8,9,3,2,0,0
6489,Player 10,Team 5,9,10,4,0,1,1
6490,Player 1,Team 1,10,1,0,1,0,0
6491,Player 2,Team 2,11,2,1,2,1,1
6492,Player 3,Team 3,12,3,2,0,0,0
6493,Player 4,Team 4,13,4,3,1,1,1
6494,Player 5,Team 5,14,5,4,2,0,0
6495,Player 6,Team 1,15,6,0,0,1,1
6496,Player 7,Team 2,16,7,1,1,0,0
6497,Player 8,Team 3,17,8,2,2,1,1
6498,Player 9,Team 4,18,9,3,0,0,0
6499,Player 10,Team 5,19,10,4,1,1,1
6500,Player 1,Team 1,0,1,0,2,0,0
6501,Player 2,Team 2,1,2,1,0,1,1
6502,Player 3,Team 3,2,3,2,1,0,0
6503,Player 4,Team 4,3,4,3,2,1,1
6504,Player 5,Team 5,4,5,4,0,0,0
6505,Player 6,Team 1,5,6,0,1,1,1
6506,Player 7,Team 2,6,7,1,2,0,0
6507,Player 8,Team 3,7,8,2,0,1,1
6508,Player 9,Team 4,8,9,3,1,0,0
6509,Player 10,Team 5,9,10,4,2,1,1
6510,Player 1,Team 1,10,1,0,0,0,0
6511,Player 2,Team 2,11,2,1,1,1,1
6512,Player 3,Team 3,12,3,2,2,0,0
6513,Player 4,Team 4,13,4,3,0,1,1
6514,Player 5,Team 5,14,5,4,1,0,0
6515,Player 6,Team 1,15,6,0,2,1,1
6516,Player 7,Team 2,16,7,1,0,0,0
6517,Player 8,Team 3,17,8,2,1,1,1
6518,Player 9,Team 4,18,9,3,2,0,0
6519,Player 10,Team 5,19,10,4,0,1,1
6520,Player 1,Team 1,0,1,0,1,0,0
6521,Player 2,Team 2,1,2,1,2,1,1
6522,Player 3,Team 3,2,3,2,0,0,0
6523,Player 4,Team 4,3,4,3,1,1,1
6524,Player 5,Team 5,4,5,4,2,0,0
6525,Player 6,Team 1,5,6,0,0,1,1
6526,Player 7,Team 2,6,7,1,1,0,0
6527,Player 8,Team 3,7,8,2,2,1,1
6528,Player 9,Team 4,8,9,3,0,0,0
6529,Player 10,Team 5,9,10,4,1,1,1
6530,Player 1,Team 1,10,1,0,2,0,0
6531,Player 2,Team 2,11,2,1,0,1,1
6532,Player 3,Team 3,12,3,2,1,0,0
6533,Player 4,Team 4,13,4,3,2,1,1
6534,Player 5,Team 5,14,5,4,0,0,0
6535,Player 6,Team 1,15,6,0,1,1,1
6536,Player 7,Team 2,16,7,1,2,0,0
6537,Player 8,Team 3,17,8,2,0,1,1
6538,Player 9,Team 4,18,9,3,1,0,0
6539,Player 10,Team 5,19,10,4,2,1,1
6540,Player 1,Team 1,0,1,0,0,0,0
6541,Player 2,Team 2,1,2,1,1,1,1
6542,Player 3,Team 3,2,3,2,2,0,0
6543,Player 4,Team 4,3,4,3,0,1,1
6544,Player 5,Team 5,4,5,4,1,0,0
6545,Player 6,Team 1,5,6,0,2,1,1
6546,Player 7,Team 2,6,7,1,0,0,0
6547,Player 8,Team 3,7,8,2,1,1,1
6548,Player 9,Team 4,8,9,3,2,0,0
6549,Player 10,Team 5,9,10,4,0,1,1
6550,Player 1,Team 1,10,1,0,1,0,0
6551,Player 2,Team 2,11,2,1,2,1,1
6552,Player 3,Team 3,12,3,2,0,0,0
6553,Player 4,Team 4,13,4,3,1,1,1
6554,Player 5,Team 5,14,5,4,2,0,0
6555,Player 6,Team 1,15,6,0,0,1,1
6556,Player 7,Team 2,16,7,1,1,0,0
6557,Player 8,Team 3,17,8,2,2,1,1
6558,Player 9,Team 4,18,9,3,0,0,0
6559,Player 10,Team 5,19,10,4,1,1,1
6560,Player 1,Team 1,0,1,0,2,0,0
6561,Player 2,Team 2,1,2,1,0,1,1
6562,Player 3,Team 3,2,3,2,1,0,0
6563,Player 4,Team 4,3,4,3,2,1,1
6564,Player 5,Team 5,4,5,4,0,0,0
6565,Player 6,Team 1,5,6,0,1,1,1
6566,Player 7,Team 2,6,7,1,2,0,0
6567,Player 8,Team 3,7,8,2,0,1,1
6568,Player 9,Team 4,8,9,3,1,0,0
6569,Player 10,Team 5,9,10,4,2,1,1
6570,Player 1,Team 1,10,1,0,0,0,0
6571,Player 2,Team 2,11,2,1,1,1,1
6572,Player 3,Team 3,12,3,2,2,0,0
6573,Player 4,Team 4,13,4,3,0,1,1
6574,Player 5,Team 5,14,5,4,1,0,0
6575,Player 6,Team 1,15,6,0,2,1,1
6576,Player 7,Team 2,16,7,1,0,0,0
6577,Player 8,Team 3,17,8,2,1,1,1
6578,Player 9,Team 4,18,9,3,2,0,0
6579,Player 10,Team 5,19,10,4,0,1,1
6580,Player 1,Team 1,0,1,0,1,0,0
6581,Player 2,Team 2,1,2,1,2,1,1
6582,Player 3,Team 3,2,3,2,0,0,0
6583,Player 4,Team 4,3,4,3,1,1,1
6584,Player 5,Team 5,4,5,4,2,0,0
6585,Player 6,Team 1,5,6,0,0,1,1
6586,Player 7,Team 2,6,7,1,1,0,0
6587,Player 8,Team 3,7,8,2,2,1,1
6588,Player 9,Team 4,8,9,3,0,0,0
6589,Player 10,Team 5,9,10,4,1,1,1
6590,Player 1,Team 1,10,1,0,2,0,0
6591,Player 2,Team 2,11,2,1,0,1,1
6592,Player 3,Team 3,12,3,2,1,0,0
6593,Player 4,Team 4,13,4,3,2,1,1
6594,Player 5,Team 5,14,5,4,0,0,0
6595,Player 6,Team 1,15,6,0,1,1,1
6596,Player 7,Team 2,16,7,1,2,0,0
6597,Player 8,Team 3,17,8,2,0,1,1
6598,Player 9,Team 4,18,9,3,1,0,0
6599,Player 10,Team 5,19,10,4,2,1,1
6600,Player 1,Team 1,0,1,0,0,0,0
6601,Player 2,Team 2,1,2,1,1,1,1
6602,Player 3,Team 3,2,3,2,2,0,0
6603,Player 4,Team 4,3,4,3,0,1,1
6604,Player 5,Team 5,4,5,4,1,0,0
6605,Player 6,Team 1,5,6,0,2,1,1
6606,Player 7,Team 2,6,7,1,0,0,0
6607,Player 8,Team 3,7,8,2,1,1,1
6608,Player 9,Team 4,8,9,3,2,0,0
6609,Player 10,Team 5,9,10,4,0,1,1
6610,Player 1,Team 1,10,1,0,1,0,0
6611,Player 2,Team 2,11,2,1,2,1,1
6612,Player 3,Team 3,12,3,2,0,0,0
6613,Player 4,Team 4,13,4,3,1,1,1
6614,Player 5,Team 5,14,5,4,2,0,0
6615,Player 6,Team 1,15,6,0,0,1,1
6616,Player 7,Team 2,16,7,1,1,0,0
6617,Player 8,Team 3,17,8,2,2,1,1
6618,Player 9,Team 4,18,9,3,0,0,0
6619,Player 10,Team 5,19,10,4,1,1,1
6620,Player 1,Team 1,0,1,0,2,0,0
6621,Player 2,Team 2,1,2,1,0,1,1
6622,Player 3,Team 3,2,3,2,1,0,0
6623,Player 4,Team 4,3,4,3,2,1,1
6624,Player 5,Team 5,4,5,4,0,0,0
6625,Player 6,Team 1,5,6,0,1,1,1
6626,Player 7,Team 2,6,7,1,2,0,0
6627,Player 8,Team 3,7,8,2,0,1,1
6628,Player 9,Team 4,8,9,3,1,0,0
6629,Player 10,Team 5,9,10,4,2,1,1
6630,Player 1,Team 1,10,1,0,0,0,0
6631,Player 2,Team 2,11,2,1,1,1,1
6632,Player 3,Team 3,12,3,2,2,0,0
6633,Player 4,Team 4,13,4,3,0,1,1
6634,Player 5,Team 5,14,5,4,1,0,0
6635,Player 6,Team 1,15,6,0,2,1,1
6636,Player 7,Team 2,16,7,1,0,0,0
6637,Player 8,Team 3,17,8,2,1,1,1
6638,Player 9,Team 4,18,9,3,2,0,0
6639,Player 10,Team 5,19,10,4,0,1,1
6640,Player 1,Team 1,0,1,0,1,0,0
6641,Player 2,Team 2,1,2,1,2,1,1
6642,Player 3,Team 3,2,3,2,0,0,0
6643,Player 4,Team 4,3,4,3,1,1,1
6644,Player 5,Team 5,4,5,4,2,0,0
6645,Player 6,Team 1,5,6,0,0,1,1
6646,Player 7,Team 2,6,7,1,1,0,0
6647,Player 8,Team 3,7,8,2,2,1,1
6648,Player 9,Team 4,8,9,3,0,0,0
6649,Player 10,Team 5,9,10,4,1,1,1
6650,Player 1,Team 1,10,1,0,2,0,0
6651,Player 2,Team 2,11,2,1,0,1,1
6652,Player 3,Team 3,12,3,2,1,0,0
6653,Player 4,Team 4,13,4,3,2,1,1
6654,Player 5,Team 5,14,5,4,0,0,0
6655,Player 6,Team 1,15,6,0,1,1,1
6656,Player 7,Team 2,16,7,1,2,0,0
6657,Player 8,Team 3,17,8,2,0,1,1
6658,Player 9,Team 4,18,9,3,1,0,0
6659,Player 10,Team 5,19,10,4,2,1,1
6660,Player 1,Team 1,0,1,0,0,0,0
6661,Player 2,Team 2,1,2,1,1,1,1
6662,Player 3,Team 3,2,3,2,2,0,0
6663,Player 4,Team 4,3,4,3,0,1,1
6664,Player 5,Team 5,4,5,4,1,0,0
6665,Player 6,Team 1,5,6,0,2,1,1
6666,Player 7,Team 2,6,7,1,0,0,0
6667,Player 8,Team 3,7,8,2,1,1,1
6668,Player 9,Team 4,8,9,3,2,0,0
6669,Player 10,Team 5,9,10,4,0,1,1
6670,Player 1,Team 1,10,1,0,1,0,0
6671,Player 2,Team 2,11,2,1,2,1,1
6672,Player 3,Team 3,12,3,2,0,0,0
6673,Player 4,Team 4,13,4,3,1,1,1
6674,Player 5,Team 5,14,5,4,2,0,0
6675,Player 6,Team 1,15,6,0,0,1,1
6676,Player 7,Team 2,16,7,1,1,0,0
6677,Player 8,Team 3,17,8,2,2,1,1
6678,Player 9,Team 4,18,9,3,0,0,0
6679,Player 10,Team 5,19,10,4,1,1,1
6680,Player 1,Team 1,0,1,0,2,0,0
6681,Player 2,Team 2,1,2,1,0,1,1
6682,Player 3,Team 3,2,3,2,1,0,0
6683,Player 4,Team 4,3,4,3,2,1,1
6684,Player 5,Team 5,4,5,4,0,0,0
6685,Player 6,Team 1,5,6,0,1,1,1
6686,Player 7,Team 2,6,7,1,2,0,0
6687,Player 8,Team 3,7,8,2,0,1,1
6688,Player 9,Team 4,8,9,3,1,0,0
6689,Player 10,Team 5,9,10,4,2,1,1
6690,Player 1,Team 1,10,1,0,0,0,0
6691,Player 2,Team 2,11,2,1,1,1,1
6692,Player 3,Team 3,12,3,2,2,0,0
6693,Player 4,Team 4,13,4,3,0,1,1
6694,Player 5,Team 5,14,5,4,1,0,0
6695,Player 6,Team 1,15,6,0,2,1,1
6696,Player 7,Team 2,16,7,1,0,0,0
6697,Player 8,Team 3,17,8,2,1,1,1
6698,Player 9,Team 4,18,9,3,2,0,0
6699,Player 10,Team 5,19,10,4,0,1,1
6700,Player 1,Team 1,0,1,0,1,0,0
6701,Player 2,Team 2,1,2,1,2,1,1
6702,Player 3,Team 3,2,3,2,0,0,0
6703,Player 4,Team 4,3,4,3,1,1,1
6704,Player 5,Team 5,4,5,4,2,0,0
6705,Player 6,Team 1,5,6,0,0,1,1
6706,Player 7,Team 2,6,7,1,1,0,0
6707,Player 8,Team 3,7,8,2,2,1,1
6708,Player 9,Team 4,8,9,3,0,0,0
6709,Player 10,Team 5,9,10,4,1,1,1
6710,Player 1,Team 1,10,1,0,2,0,0
6711,Player 2,Team 2,11,2,1,0,1,1
6712,Player 3,Team 3,12,3,2,1,0,0
6713,Player 4,Team 4,13,4,3,2,1,1
6714,Player 5,Team 5,14,5,4,0,0,0
6715,Player 6,Team 1,15,6,0,1,1,1
6716,Player 7,Team 2,16,7,1,2,0,0
6717,Player 8,Team 3,17,8,2,0,1,1
6718,Player 9,Team 4,18,9,3,1,0,0
6719,Player 10,Team 5,19,10,4,2,1,1
6720,Player 1,Team 1,0,1,0,0,0,0
6721,Player 2,Team 2,1,2,1,1,1,1
6722,Player 3,Team 3,2,3,2,2,0,0
6723,Player 4,Team 4,3,4,3,0,1,1
6724,Player 5,Team 5,4,5,4,1,0,0
6725,Player 6,Team 1,5,6,0,2,1,1
6726,Player 7,Team 2,6,7,1,0,0,0
6727,Player 8,Team 3,7,8,2,1,1,1
6728,Player 9,Team 4,8,9,3,2,0,0
6729,Player 10,Team 5,9,10,4,0,1,1
6730,Player 1,Team 1,10,1,0,1,0,0
6731,Player 2,Team 2,11,2,1,2,1,1
6732,Player 3,Team 3,12,3,2,0,0,0
6733,Player 4,Team 4,13,4,3,1,1,1
6734,Player 5,Team 5,14,5,4,2,0,0
6735,Player 6,Team 1,15,6,0,0,1,1
6736,Player 7,Team 2,16,7,1,1,0,0
6737,Player 8,Team 3,17,8,2,2,1,1
6738,Player 9,Team 4,18,9,3,0,0,0
6739,Player 10,Team 5,19,10,4,1,1,1
6740,Player 1,Team 1,0,1,0,2,0,0
6741,Player 2,Team 2,1,2,1,0,1,1
6742,Player 3,Team 3,2,3,2,1,0,0
6743,Player 4,Team 4,3,4,3,2,1,1
6744,Player 5,Team 5,4,5,4,0,0,0
6745,Player 6,Team 1,5,6,0,1,1,1
6746,Player 7,Team 2,6,7,1,2,0,0
6747,Player 8,Team 3,7,8,2,0,1,1
6748,Player 9,Team 4,8,9,3,1,0,0
6749,Player 10,Team 5,9,10,4,2,1,1
6750,Player 1,Team 1,10,1,0,0,0,0
6751,Player 2,Team 2,11,2,1,1,1,1
6752,Player 3,Team 3,12,3,2,2,0,0
6753,Player 4,Team 4,13,4,3,0,1,1
6754,Player 5,Team 5,14,5,4,1,0,0
6755,Player 6,Team 1,15,6,0,2,1,1
6756,Player 7,Team 2,16,7,1,0,0,0
6757,Player 8,Team 3,17,8,2,1,1,1
6758,Player 9,Team 4,18,9,3,2,0,0
6759,Player 10,Team 5,19,10,4,0,1,1
6760,Player 1,Team 1,0,1,0,1,0,0
6761,Player 2,Team 2,1,2,1,2,1,1
6762,Player 3,Team 3,2,3,2,0,0,0
6763,Player 4,Team 4,3,4,3,1,1,1
6764,Player 5,Team 5,4,5,4,2,0,0
6765,Player 6,Team 1,5,6,0,0,1,1
6766,Player 7,Team 2,6,7,1,1,0,0
6767,Player 8,Team 3,7,8,2,2,1,1
6768,Player 9,Team 4,8,9,3,0,0,0
6769,Player 10,Team 5,9,10,4,1,1,1
6770,Player 1,Team 1,10,1,0,2,0,0
6771,Player 2,Team 2,11,2,1,0,1,1
6772,Player 3,Team 3,12,3,2,1,0,0
6773,Player 4,Team 4,13,4,3,2,1,1
6774,Player 5,Team 5,14,5,4,0,0,0
6775,Player 6,Team 1,15,6,0,1,1,1
6776,Player 7,Team 2,16,7,1,2,0,0
6777,Player 8,Team 3,17,8,2,0,1,1
6778,Player 9,Team 4,18,9,3,1,0,0
6779,Player 10,Team 5,19,10,4,2,1,1
6780,Player 1,Team 1,0,1,0,0,0,0
6781,Player 2,Team 2,1,2,1,1,1,1
6782,Player 3,Team 3,2,3,2,2,0,0
6783,Player 4,Team 4,3,4,3,0,1,1
6784,Player 5,Team 5,4,5,4,1,0,0
6785,Player 6,Team 1,5,6,0,2,1,1
6786,Player 7,Team 2,6,7,1,0,0,0
6787,Player 8,Team 3,7,8,2,1,1,1
6788,Player 9,Team 4,8,9,3,2,0,0
6789,Player 10,Team 5,9,10,4,0,1,1
6790,Player 1,Team 1,10,1,0,1,0,0
6791,Player 2,Team 2,11,2,1,2,1,1
6792,Player 3,Team 3,12,3,2,0,0,0
6793,Player 4,Team 4,13,4,3,1,1,1
6794,Player 5,Team 5,14,5,4,2,0,0
6795,Player 6,Team 1,15,6,0,0,1,1
6796,Player 7,Team 2,16,7,1,1,0,0
6797,Player 8,Team 3,17,8,2,2,1,1
6798,Player 9,Team 4,18,9,3,0,0,0
6799,Player 10,Team 5,19,10,4,1,1,1
6800,Player 1,Team 1,0,1,0,2,0,0
6801,Player 2,Team 2,1,2,1,0,1,1
6802,Player 3,Team 3,2,3,2,1,0,0
6803,Player 4,Team 4,3,4,3,2,1,1
6804,Player 5,Team 5,4,5,4,0,0,0
6805,Player 6,Team 1,5,6,0,1,1,1
6806,Player 7,Team 2,6,7,1,2,0,0
6807,Player 8,Team 3,7,8,2,0,1,1
6808,Player 9,Team 4,8,9,3,1,0,0
6809,Player 10,Team 5,9,10,4,2,1,1
6810,Player 1,Team 1,10,1,0,0,0,0
6811,Player 2,Team 2,11,2,1,1,1,1
6812,Player 3,Team 3,12,3,2,2,0,0
6813,Player 4,Team 4,13,4,3,0,1,1
6814,Player 5,Team 5,14,5,4,1,0,0
6815,Player 6,Team 1,15,6,0,2,1,1
6816,Player 7,Team 2,16,7,1,0,0,0
6817,Player 8,Team 3,17,8,2,1,1,1
6818,Player 9,Team 4,18,9,3,2,0,0
6819,Player 10,Team 5,19,10,4,0,1,1
6820,Player 1,Team 1,0,1,0,1,0,0
6821,Player 2,Team 2,1,2,1,2,1,1
6822,Player 3,Team 3,2,3,2,0,0,0
6823,Player 4,Team 4,3,4,3,1,1,1
6824,Player 5,Team 5,4,5,4,2,0,0
6825,Player 6,Team 1,5,6,0,0,1,1
6826,Player 7,Team 2,6,7,1,1,0,0
6827,Player 8,Team 3,7,8,2,2,1,1
6828,Player 9,Team 4,8,9,3,0,0,0
6829,Player 10,Team 5,9,10,4,1,1,1
6830,Player 1,Team 1,10,1,0,2,0,0
6831,Player 2,Team 2,11,2,1,0,1,1
6832,Player 3,Team 3,12,3,2,1,0,0
6833,Player 4,Team 4,13,4,3,2,1,1
6834,Player 5,Team 5,14,5,4,0,0,0
6835,Player 6,Team 1,15,6,0,1,1,1
6836,Player 7,Team 2,16,7,1,2,0,0
6837,Player 8,Team 3,17,8,2,0,1,1
6838,Player 9,Team 4,18,9,3,1,0,0
6839,Player 10,Team 5,19,10,4,2,1,1
6840,Player 1,Team 1,0,1,0,0,0,0
6841,Player 2,Team 2,1,2,1,1,1,1
6842,Player 3,Team 3,2,3,2,2,0,0
6843,Player 4,Team 4,3,4,3,0,1,1
6844,Player 5,Team 5,4,5,4,1,0,0
6845,Player 6,Team 1,5,6,0,2,1,1
6846,Player 7,Team 2,6,7,1,0,0,0
6847,Player 8,Team 3,7,8,2,1,1,1
6848,Player 9,Team 4,8,9,3,2,0,0
6849,Player 10,Team 5,9,10,4,0,1,1
6850,Player 1,Team 1,10,1,0,1,0,0
6851,Player 2,Team 2,11,2,1,2,1,1
6852,Player 3,Team 3,12,3,2,0,0,0
6853,Player 4,Team 4,13,4,3,1,1,1
6854,Player 5,Team 5,14,5,4,2,0,0
6855,Player 6,Team 1,15,6,0,0,1,1
6856,Player 7,Team 2,16,7,1,1,0,0
6857,Player 8,Team 3,17,8,2,2,1,1
6858,Player 9,Team 4,18,9,3,0,0,0
6859,Player 10,Team 5,19,10,4,1,1,1
6860,Player 1,Team 1,0,1,0,2,0,0
6861,Player 2,Team 2,1,2,1,0,1,1
6862,Player 3,Team 3,2,3,2,1,0,0
6863,Player 4,Team 4,3,4,3,2,1,1
6864,Player 5,Team 5,4,5,4,0,0,0
6865,Player 6,Team 1,5,6,0,1,1,1
6866,Player 7,Team 2,6,7,1,2,0,0
6867,Player 8,Team 3,7,8,2,0,1,1
6868,Player 9,Team 4,8,9,3,1,0,0
6869,Player 10,Team 5,9,10,4,2,1,1
6870,Player 1,Team 1,10,1,0,0,0,0
6871,Player 2,Team 2,11,2,1,1,1,1
6872,Player 3,Team 3,12,3,2,2,0,0
6873,Player 4,Team 4,13,4,3,0,1,1
6874,Player 5,Team 5,14,5,4,1,0,0
6875,Player 6,Team 1,15,6,0,2,1,1
6876,Player 7,Team 2,16,7,1,0,0,0
6877,Player 8,Team 3,17,8,2,1,1,1
6878,Player 9,Team 4,18,9,3,2,0,0
6879,Player 10,Team 5,19,10,4,0,1,1
6880,Player 1,Team 1,0,1,0,1,0,0
6881,Player 2,Team 2,1,2,1,2,1,1
6882,Player 3,Team 3,2,3,2,0,0,0
6883,Player 4,Team 4,3,4,3,1,1,1
6884,Player 5,Team 5,4,5,4,2,0,0
6885,Player 6,Team 1,5,6,0,0,1,1
6886,Player 7,Team 2,6,7,1,1,0,0
6887,Player 8,Team 3,7,8,2,2,1,1
6888,Player 9,Team 4,8,9,3,0,0,0
